nidId,latitude,longitude,drainageArea,maxDischarge
WI00708,43.59551,-89.80609,6,1500
VA143091,36.613600000000005,-79.5227,,
VA141040,36.5991,-80.2878,,
VA177007,38.3093,-77.7371,4.79,
VA063002,36.9418,-80.3313,,
WY01290,42.5479,-106.72,10376,55000
VA069019,39.1064,-78.2053,,
VA149012,37.1102,-77.3255,,
UT00210,39.54184898,-111.2423964,9,280
VA003157,37.9161,-78.6963,,
UT00393,38.48518111,-109.4290038,3,135
VA049047,37.6494,-78.0992,,
WA01792,47.856903140655895,-122.1638889,0.63,324
VA187014,38.956700000000005,-78.2884,,
VT00151,44.911,-72.9735,794,3822
VA001006,37.7125,-75.6205,,
VA035006,36.6441,-80.7305,,
VA041095,37.3226,-77.5656,,
VA061046,38.927,-77.7769,,
TN06931,35.027778,-89.020833,0.1,
SD01972,44.19,-102.21,,312
SC02517,33.751400000000004,-80.7782,,
TX00166,31.746727999999997,-95.537453,2.2600000000000002,3593
TN11322,35.740277999999996,-88.851389,,
PA01401,41.64611111,-75.29,0.7000000000000001,
SD01454,43.438333,-100.248333,,96
SD01263,43.478333,-101.116667,,500
SD00399,44.905,-102.296667,,1200
SD01304,43.516667,-100.433333,,128
OK20933,36.06319413,-98.64858983,,4000
OK30390,35.521111,-98.498333,12.030000000000001,7.61
NJ00863,40.96576666666667,-74.66458333,0.58,140
NH03554,43.6027,-71.6566,0,0
OH02067,41.12222222,-82.08055556,0.63,626
OH01350,38.99472222,-84.29527778,0.08,
NJ00150,40.37063333333333,-74.6215,159.1,14420
NY00636,41.87833333,-73.6275,0.15,500
NC04503,35.61278,-78.75639,,
NC05034,36.53028,-79.32167,,
NC05564,35.5238,-81.0203,55.800000000000004,
NC04092,35.32159,-81.82078,,
NC05417,35.82944,-78.69667,,
NE02794,41.604662999999995,-96.847446,0.1,0
NE02790,40.434309,-100.100837,0,0
NE09563,41.474447999999995,-98.954057,0.13,0
NE00437,42.898205,-99.358983,0.8,545
NC06156,35.9448,-79.0207,,
NE00704,41.42379369,-103.481864,1.9000000000000001,1523
MS06631,31.83655658,-89.48472542,,
MS06625,31.81452936,-89.38079599,,
MS05946,34.342,-89.40404,,
MS07154,31.28648451,-89.69038764,,
MS07056,33.30262644,-89.21628246,,
NC00904,35.78,-78.248,26880,7
MS06590,31.18406413,-90.58800612,,
MS07128,31.15140988,-90.15681599,,
NC02187,35.871,-80.258,18,34
MS02337,30.57,-89.26,0.15,
MS02758,31.67939734,-90.32635318,9.09,2526
MS02354,32.23575454,-89.5047913,,
MT01929,46.7714,-107.6925,,
MS06186,32.1198131,-90.81380897,,
MT02346,47.441500000000005,-107.6904,,
MS06316,31.71651882,-90.3918447,,
MS03832,33.4153014,-88.53047009,0.06,26.900000000000002
MS03588,31.54859232,-89.28898965,0.04,12
MS03644,33.53533755,-88.88856911,1.02,1065.9
MS00728,34.881619,-88.47033185,,
KS09221,37.61763769,-96.81516298,,1246
MA00714,42.23720505,-73.21596084,1.1,
MI00129,46.64461498,-88.47911425,1.8,
KS09009,37.719867,-97.141611,0.8200000000000001,1902
IN00765,40.51719289,-85.11006709,0,5
IL40048,39.006342,-90.472477,1.09,265
IL50438,37.50154,-89.31796,0.14,46
ID00181,43.9527,-113.6732,788,7000
IA04197,40.7444,-93.6489,0.11,143
ID00285,44.392,-116.8955,56,3885
IA02471,41.035900000000005,-93.3172,1.11,0
IA04072,41.097500000000004,-91.49,0.63,114
IA01795,42.4878,-96.3407,0.4,0
FL19003,28.73,-82.120003,0.03,10
FL00662,27.809998999999998,-81.860001,0,140
CO00841,40.669274,-105.026785,10,15500
GA00478,34.571000000000005,-83.363889,2162,
FL00247,27.709999,-81.870003,0,98
CA01030,40.9052,-121.7629,5.3,
CO01047,39.041368,-108.21015,3,900
CA00036,39.528800000000004,-121.5449,3640,150000
CA00449,37.2479,-118.5811,32,4800
CA00444,33.353300000000004,-118.3517,0,
AR01232,34.815000000000005,-92.24833333,0.42,1000
NH01001,43.459,-71.2042,0.13,0
MA00837,42.648115,-71.308735,,1307
WV07918,38.477219999999996,-81.83083333,,
WI00211,46.138529999999996,-89.88539,243,7570
VA107020,38.9542,-77.5575,,
WY02288,44.724700000000006,-105.8417,0.2,255
VA101037,37.887100000000004,-77.1711,,
VA085100,37.7999,-77.6405,,
WY01323,44.104600000000005,-104.8151,0,140
VA131004,37.3681,-75.9817,0.4,
VA157008,38.543600000000005,-78.2309,,
VA007010,37.304300000000005,-77.9007,,
TX01351,30.536534999999997,-97.710947,3.5700000000000003,12338
SD01497,43.483332999999995,-101.026667,,1450
SD00518,44.61841526,-101.9947929,,100
SD00428,44.57,-102.198333,,3200
OK30163,35.69369423,-97.56313184,244,562.9
OH00159,39.65944444,-84.64583333,3.1,13400
NY15093,41.57111111,-73.57722222,,
OK12275,36.67710642,-99.63023026,,140
NJ00944,40.65711666666667,-74.64096667,0.13,2400
NE01519,40.47926053,-96.97015062,0.4,875
NE02586,42.41492525,-101.3946008,13.700000000000001,284
NY00770,41.344100000000005,-74.03219,12,
NC04981,36.38472,-79.19417,,
NC04778,36.425000000000004,-79.30556,,
NE02844,40.346885,-96.230596,0.3,40
NC05620,35.8337,-78.6878,334,1042
NC04671,36.3767,-81.094,53,52
NE02103,42.92075429,-103.911559,0.4,450
NC01881,36.04242,-76.77611,386,
MS06571,31.83356797,-89.253297,,
MS06562,31.8669749,-88.99605512,,
MS06428,31.61293214,-88.5364762,,
MS06915,33.08983668,-89.56404328,,
MS06485,31.76529555,-89.22975892,,
NC00579,36.358000000000004,-79.345,160,185
NC00999,35.888400000000004,-78.4847,,
NC02367,36.003,-80.403,,
MS02711,32.26578971,-88.53110699,,
MS01875,34.79441421,-88.95019657,1.98,
MS07312,31.35785102,-88.99285781,,
MT01915,46.6944,-106.7083,0.56,180
MS06776,32.22094273,-90.92627943,,
MS05199,33.95408,-89.74057,,
MS03859,31.27138889,-90.40583333,0.15,
MS02964,30.68097363,-89.36471854,,
MS05396,32.18343,-88.68606,,
MD00589,39.219615999999995,-76.800342,,
IL55061,41.481609999999996,-87.81361,,
IL01022,38.60651,-89.90722,0.5700000000000001,397
IL40100,40.615214,-90.861163,0.06,80
IL40078,39.228062,-90.056999,0.06,316
IL50018,38.35944,-88.58885,,
ID00252,44.3767,-116.6631,0.9,2150
GA00525,34.61923,-83.8213,1525,
CO00838,40.73253,-105.038451,3,9000
FL52503,30.569703999999998,-83.940935,,
CO02745,39.456118,-107.363065,2,195
CO02008,37.655006,-105.475572,0,200
CT00129,41.488554,-73.06846,7.8,2400
CA01553,33.588300000000004,-117.6156,0.04,
CA01051,38.7306,-120.7377,0.7000000000000001,
NC00371,35.216474,-83.680112,,820
SC01963,34.3283,-79.2611,,
GA03221,32.095,-82.006667,0,
GA05811,32.552693999999995,-84.699222,55,
VA083005,36.6629,-78.9406,,
VA083061,36.6891,-78.8356,,
VA143061,36.7817,-79.2833,,
VA107057,38.9998,-77.688,0.56,
WY00374,42.586667,-105.236111,0,0
UT00330,40.48852118,-111.2590613,0.3,16
VT00046,44.36058807,-72.30368042,19,
UT00270,40.5131096,-112.2954509,17,171
VA061077,38.8996,-77.8337,,
SD01646,44.078333,-100.73,,315
SD02541,45.65450353,-97.1118371,1,1090
TN15309,35.382778,-85.283889,0.05,
TN13107,36.378333,-89.171667,0.18,
PA00314,41.25361111,-75.30111111,0.7000000000000001,
SD00355,45.421667,-101.441667,,3084
PA01931,39.94833333,-80.41888889,1.22,
PA01567,41.30527778,-75.95138889,0.23,
MD00603,38.979644,-76.556844,21,
MD00600,39.483666,-76.65262,,
OK30135,34.77017608,-95.63789734,300,2.3000000000000003
OK30196,35.43414847,-99.2528769,1390,337
OK30090,35.79487319,-99.18697521,806,52
NY13266,41.160000000000004,-74.17777778,,
OK30061,35.457905,-97.566979,10.5,48000
NY14969,41.47333333,-73.76972222,7.25,500
NY00946,43.18138889,-74.59277778,2.0100000000000002,94
OH00533,39.33222222,-84.23666667,0.43,4450
OH02568,39.39583333,-84.17083333,0.22,920
OH01483,41.40027778,-81.44138889,0.21,1381
NV00197,41.4033,-119.1503,51.7,4600
NC03908,36.428284999999995,-79.947686,310,18342
NC05508,35.828,-80.0883,,
ND00152,46.59682,-103.33471,0.6900000000000001,
NC05383,36.48167,-79.81583,23.3,
NC05174,35.83028,-78.70889,45,
NC04605,35.677,-78.539,,
NE02715,40.20945,-95.6642,0.4,66
NH00165,44.3249,-72.0013,1635,297000
MT02644,46.5062,-109.1459,,
MT03000,46.4675,-109.30458,,
NC00070,35.1485,-79.4023,,196
NC05200,35.29201,-81.08304,,
MS06586,31.38702551,-90.63929902,,
NC00808,36.472,-77.258,,99
NC00805,36.499,-77.326,,46
MS06398,31.63625542,-88.78745337,,
NC01194,34.226,-78.96,,53
MS06087,34.331739999999996,-89.42657,,
MS06376,31.46709939,-88.98968322,,
NC00657,36.457,-79.005,8640,264
NC00371,35.199242,-83.653174,108,54800
NC01649,35.773,-79.895,,
MS07023,34.32993179,-88.55405124,,
NC00541,34.852000000000004,-80.433,,99
NC01103,35.477000000000004,-78.684,6240,215
MO50637,39.87219936,-92.03394996,15,2
MS05357,32.211149999999996,-90.31211,,
MS02588,32.47874986,-88.83892284,,
MS04740,33.01536,-88.56671,,
MS05495,31.35566,-89.19248,,
MS01191,33.84540798,-89.44500713,,
MO40142,38.640100000000004,-90.792,65.5,
MN01602,43.748400000000004,-93.28204,2060,
MI00240,42.73666667,-83.42,12.3,80
IL55085,41.42333,-87.81926,6,2165
IN00314,39.98599184,-87.16821829,2.15,1662
IL40110,39.188635999999995,-89.490321,0.03,147
ID00092,42.6475,-116.9538,0.1,70
GA01914,34.036833,-84.38275,225,
CA01243,38.4825,-121.0827,,
CT00384,41.441556,-72.640948,2.0300000000000002,182
FL00255,27.67,-81.93,0,0
CO01827,39.603069999999995,-105.084108,0,3650
CO01404,37.25626,-107.968204,0,1750
CA01460,38.3791,-122.1558,1.03,
CO00650,39.011676,-107.975572,0,691
CO00875,39.618333,-106.065567,338,11754
AZ00029,31.49111,-110.86944,235,
CA00589,38.6246,-122.6617,0.16,
CA00683,37.300000000000004,-121.744,0.1,
CA00723,35.4681,-120.6672,0.9,
NC00334,35.253350999999995,-83.100271,,
WA02072,47.34278509,-122.6146182,,
SD02621,43.17975571,-98.7927858,,2716
IN00381,39.39631275,-86.38622838,0.99,534
NE08450,41.199064,-96.477497,0.02,0
CO00126,40.788339,-105.057234,0,989
GA02889,32.918333,-85.188333,143,
IN00388,39.25438644,-86.85323511,1,412
KS04504,39.242107,-96.077551,0.12,248
OR00276,43.6312,-121.6948,482,5000
WI00455,45.2669528,-88.5146877,0.3,43
WY02480,44.571388999999996,-105.923333,0.04,476
WY02280,42.999300000000005,-109.9425,0.1,567
VA171012,38.7907,-78.6691,,
VA143059,36.728500000000004,-79.4233,,
VA143055,36.7352,-79.3561,,
VA077009,36.603100000000005,-81.0339,,
WA00124,48.578154999999995,-123.082961,0.16,0
TX04395,32.230312999999995,-95.963203,55,114900
VA003209,38.0921,-78.4517,,
VA003218,38.0251,-78.3975,,
TX06279,30.408331999999998,-102.913332,2.69,0
TN06119,35.269166999999996,-85.778333,0.2,
TN04718,35.252221999999996,-89.564444,0.06,
TN03560,35.841944,-85.074167,0.66,
SD02546,44.07539,-98.68777,2,1080
TX02268,27.593100999999997,-99.500712,5.4,1
TN15308,35.377500000000005,-85.292778,0.18,
PA00968,41.88027778,-75.96,0.84,
SD00295,45.011666999999996,-102.116667,,2100
OK21890,35.89695974,-95.67575567,,
OK21620,36.12084082,-95.9877696,74635,
OK13082,36.14811392,-97.03478928,,1450
PA01949,39.9575,-80.41888889,0.91,
OR00514,45.3092308,-123.4086533,3.0700000000000003,820
NY01519,44.41638889,-73.43972222,,
OK12597,36.93363208,-99.52918842,,1730
OK10636,35.71944719,-96.2694391,,580
NJ00611,41.15811666666666,-74.7812,6.3,
OH00560,39.54916667,-84.13333333,0.14,591
NV10764,40.1347,-116.6199,0.4,450
NC04722,36.1006,-80.8639,,
NE02615,40.55456022,-96.54478739,0,0
NC00022,35.424,-79.161,,83
ND01025,46.63496,-97.14926,3.64,
MS06713,31.92232727,-89.31625935,,
NC01203,35.71389,-81.29722,,10
NC01202,34.959537999999995,-79.000624,183,25717
NC03117,35.73667,-80.90111,130,
MS05988,34.365559999999995,-88.4811,,
NC01923,35.64694,-82.29877,,
MS07018,34.40095551,-88.59089542,,
MT03308,48.843,-110.3578,,
NC01589,36.185,-80.234,,
NC00978,35.291000000000004,-78.504,,132
MT01550,47.4421,-105.9611,,
MT00054,46.3688,-110.7324,3300,
MT02189,45.589800000000004,-108.9794,20.31,2000
MS06292,30.97733913,-88.46396469,,
MT02270,47.0153,-108.1913,0.47000000000000003,150
MS05729,32.48366,-90.22887,,
MS04127,30.64174,-89.70745,,
MS04761,33.87565,-88.9585,,
MS04753,33.86006,-89.26411,,
MS01807,32.16420625,-90.37027158,,
MO20332,37.69310085,-93.96790812,107,26
MO10545,38.80179215,-90.76519465,36100,36700
KS03893,37.053867,-95.677926,0.23,1700
IN00495,39.02948122,-85.69362955,11.53,21500
IN00331,39.77653831,-86.53505164,0.85,178
ID00013,43.0927,-111.5207,5,1
HI00085,20.838703,-156.41244,0.02,
GA05727,34.070506,-84.099903,0,
ID00236,42.194500000000005,-116.093,11,770
FL00235,27.709999,-82.010002,0,0
CT01603,41.414989999999996,-73.136354,,
FL43000,30.118136,-85.627029,,
CT00053,41.07328,-73.45362,0.9400000000000001,
CO01032,40.544171,-106.978615,8,1450
CA00319,34.1437,-117.5909,1.98,
CO03025,38.73907,-108.24837,,
NV00048,41.679700000000004,-116.3497,26.3,4800
IN03507,39.99017321,-85.36990115,0,0
WA01730,46.950469,-123.771381,1.68,0
WY02427,44.303611,-105.901111,0.26,2650
WY02500,44.398900000000005,-105.8866,0.06,14
VA167003,36.938500000000005,-82.1942,0.26,
VA075115,37.6811,-78.0133,,
VA083030,36.781800000000004,-78.8291,,
VA143070,36.6647,-79.4326,,
VA087033,37.426700000000004,-77.406,,
VA075004,37.831900000000005,-77.9767,,
VA053018,37.186800000000005,-77.5796,,
VA029032,37.707300000000004,-78.3239,,
WA00580,46.72290517,-122.8213136,0.5,0
TX04031,26.121426999999997,-97.314092,0,0
WA00175,48.711844,-122.325122,0.32,50
TX03731,32.712455,-94.964081,0.5,2
TX04243,32.186206999999996,-94.804392,0,0
TX03989,29.146476,-97.272531,0.5,737
TX01356,30.542941,-97.58233,2.31,8594
SD01917,43.87,-101.733333,,6000
TX06644,31.165969999999998,-104.86953,9.57,22940
TN03509,36.007778,-84.901944,0.32,
TX02789,31.838331999999998,-99.001667,1544,450000
TN15301,35.419722,-85.503889,6.84,
TN17505,35.801389,-85.283333,0.48,
SD00767,44.805,-101.525,,6750
OK01437,36.251025,-97.335438,16.1,20000
OK30488,35.41068437,-95.07380638,0.32,320.5
OK82903,34.885388,-99.295581,2515,57200
OK82902,34.890145,-99.281953,2515,57200
NY13908,41.56166667,-73.63055556,0.13,234
NJ00310,41.01033333333333,-74.5168,13,0
NV10368,39.4574,-119.7351,40,10000
NE02565,41.370959,-96.197213,2.6,5300
NY00188,40.78222222,-73.96305556,0.17,124
NC04769,36.384949999999996,-79.36121,30784,4000
NC05937,36.2965,-80.0751,711,
NE09290,42.674163,-97.314958,0.19,0
MT02672,46.6918,-106.665,,
ND01031,46.68582,-97.45368,901,
ND01028,47.390069999999994,-98.93924,33.6,
NE00032,41.22687816,-96.17946705,0.04,9
ND00577,47.52552,-100.95278,,
NE00030,41.37068188,-96.04017335,0.9,486
MS05876,32.57366,-88.98657,,
MS07226,33.51062219,-89.12576176,,
MS07102,32.98409747,-89.703353,,
MS06941,33.56451511,-89.72476698,,
NC00775,36.0844,-79.1411,25984,495
NC01178,34.513,-79.06,,50
MS05958,34.34121,-88.92374,,
NC00476,35.409,-79.89,,185
NC01640,35.769,-79.837,,
NC00596,36.026,-79.815,,165
NC00554,36.322,-79.555,1792,330
NC02920,36.197,-79.623,,
NC02478,36.13333,-80.43694,41,
NC00539,34.943889999999996,-80.36556,102,106
NC02818,35.982,-79.825,43,150
NC00953,36.191,-77.806,,330
MS02388,31.55349135,-89.34998254,,
MS07285,31.27753065,-90.01726168,,
MS07310,31.52961295,-89.60759103,,
MS03827,33.17241176,-89.0206048,0.03,5.2
MS03623,32.6033365,-89.63823765,0.12,153
MS05687,34.59541,-89.37141,,
MS04983,33.53319,-88.86294,,
MS04298,32.72072,-88.95101,,
MS03542,33.39012059,-89.23132386,0.51,394
MO30367,38.13637,-91.44239,34,36
MN00803,47.37959,-93.1338,8,175
MI02670,44.747172,-84.089439,9.620000000000001,
MN01666,47.29808,-93.37425,0.5,
KS03982,39.380758,-95.465293,,120
IN00489,38.69169025,-85.80639557,1,214
IN00473,39.4291572,-85.57438251,1.9000000000000001,7125
IN04018,39.49705209,-86.55938867,0.85,997
ID00062,42.3491,-111.1752,28,2944
ID00329,44.54960887,-115.9999847,7.2,250
IA04091,40.999900000000004,-92.2751,2.2,
ID00262,47.75,-116.7586,64,0
GA07179,34.141389,-83.998056,,
CO00404,38.79501,-104.830574,2,11745
FL10082,27.900000000000002,-81.870003,19.2,110
CO01768,40.46515,-105.053597,0,380
CA01048,38.844300000000004,-121.0256,0.52,
CA01423,39.2627,-123.1902,0.71,
CO00734,40.374787999999995,-104.756864,5,920
CO00829,39.082592999999996,-108.044597,0,388
NY01574,42.783868999999996,-73.691646,3456,
NC00371,35.199532,-83.651002,,54800
ID00662,42.9557,-111.7376,4.6000000000000005,5
IN00723,39.46552044,-87.33964734,0.2,1064
IN03591,38.44519303,-87.28333566,0.79,290
NM00714,35.6237,-107.08779,,11.5
WY00084,41.1969,-106.2656,20.8,4500
WI00227,44.3435615,-89.0706497,91,1320
VA083048,36.6188,-78.9154,,
WY00440,43.4482,-104.7518,0,0
WY01356,43.666900000000005,-104.8406,2.5,2607
TX09272,30.335811999999997,-95.462373,0.03,270
VT00032,44.636700000000005,-73.118,690,83000
WA00130,47.280485999999996,-123.0461,11.3,1710
VT00111,44.79410172,-72.16038513,0.25,
VA035003,36.7125,-80.8747,,
VA041079,37.3858,-77.6398,,
SD01871,45.508333,-103.63,,8400
SD02353,45.67178695,-97.21825487,,25
SC02613,34.9549,-81.3043,,
TX00660,33.142776,-95.523723,0,0
SD00243,45.131667,-101.475,,610
SD01562,44.311667,-100.32,,357
SD01269,43.75,-100.898333,,500
OK21553,34.93126132,-98.20834476,1,453
PA01607,40.635000000000005,-80.41083333,0.08,
OK30478,33.97155,-97.25847,0.5700000000000001,0.7000000000000001
OK12589,35.10415298,-97.15631958,,1300
OK10668,35.85808302,-96.46444725,,1575
NJ00301,41.09606666666666,-74.53696667,0.8,8
NJ00033,41.17918333333333,-74.46006667,2.2,1404
OH00602,41.07694444,-81.97111111,0.76,747
NE01280,40.65787383,-96.89266079,0.1,22
NJ00147,41.11813333333333,-74.76655,3.7,222
NC04992,35.700559999999996,-79.46972,160,
NC03700,35.3026,-82.15358,,350
NC03905,36.359,-80.031,90,
NC03562,35.269,-79.433,,
NC05105,35.409,-80.721,,
NC03453,35.3134,-80.7495,123,1027
NC05412,35.06528,-80.70361,118,182
NC04672,36.0885,-81.1601,448,224
NE03306,40.474678,-95.817165,0.18,48
NE03135,42.90959,-99.007174,1.48,241
NC00150,35.816,-80.854,,260
ND00893,46.081179999999996,-101.60338,11.57,
NC04261,36.46,-80.59,,
MT02618,47.936,-105.055,,
MS06581,31.01144101,-90.36866473,,
MS05875,32.54079,-89.06063,,
MS07217,31.88492236,-91.14518303,,
MS06670,32.61475142,-89.68624788,,
NC01660,35.49,-80.737,51,130
NC00489,35.846000000000004,-80.034,1626,99
NC01095,35.342,-78.535,9792,79
NC00950,35.306000000000004,-77.76,1152,198
NC02066,35.7547,-79.1186,398,
MT01096,45.2526,-104.875,2.66,855
MT01317,47.7989,-108.5635,,
MS06279,30.93812749,-88.54612096,,
MT02220,46.110600000000005,-108.9035,,
MS03813,31.14838368,-90.47482778,0.05,
MS05090,34.886,-89.72972,,
MS05314,32.09135,-89.7825,,
MS05823,34.42996,-89.92909,,
MS04937,33.41231,-88.77042,,
MS04593,34.01275,-88.4205,,
MN01051,44.92508,-93.85623,0.5,11
MO31919,38.75039664,-91.03007596,544,656
MI02639,42.76717879,-86.16705527,0.77,
LA00663,31.8714,-93.3803,0.1,1246
KY00269,37.90472,-86.02855,0,
KS09519,37.38521527,-95.13047007,0.02,
IN00010,39.27244208,-86.42687712,70.9,33500
IN04067,38.971923340000004,-86.09537155,0.04,0
IA03605,42.9003,-91.5694,0.39,0
ID00152,47.86357635,-116.73389,2,240
FL00648,27.870001,-81.809998,0,25
CO00853,40.531675,-104.870568,5,4940
FL69001,29.883709,-82.037233,,
CT00646,41.882113,-72.284778,1.61,30
CO02922,40.294559,-105.161273,1,2964
FL39007,30.707582,-86.403563,,
CO02829,40.254794,-105.13839,0,1500
CO02089,39.605671,-104.873718,0,2100
CO00712,40.261675,-106.113343,2,1030
AZ00201,33.36361,-112.86889,0.4,
PR00016,18.00833,-66.38445,66,60000
IN04062,37.91542864,-87.69285526,0,0
IN03645,38.93345369,-86.75261,0.3,0
IA04304,40.988600000000005,-94.1822,0.18,93
RI04271,41.8769,-71.3827,478,1300
MS07344,31.57027778,-91.20722222,0.08,168
IN03549,39.32304945,-86.3019482,0.39,0
MS07356,34.76222222,-89.99416667,0.25,189
WY02590,44.071400000000004,-104.2546,0,0
WI00615,46.1457904,-90.2886022,17,557
WI01193,43.8083564,-88.1861575,1.5,243
WI00639,45.2538011,-91.2904179,1.1,145
VA179029,38.350100000000005,-77.4869,,
VA089042,36.7442,-79.843,,
WI00112,44.733619999999995,-90.84671,59,4260
VA087004,37.3828,-77.2228,,
VA177006,38.278200000000005,-77.6941,,
UT00668,37.1768139,-113.6807939,0.07,
VA003224,38.2139,-78.5349,,
VA019081,37.2446,-79.6093,0.41000000000000003,
TX03082,33.38782,-95.147305,0,2000
TX05792,28.742891,-96.05982,10.9,4200
TN04716,35.198333,-89.620833,0.2,
SD01898,44.596667,-103.146667,,440
TX03523,31.942096999999997,-100.302791,2.5,23688
TN15717,35.063611,-89.645,0.07,
SC00697,34.964400000000005,-82.707,,
SD01243,43.655,-100.803333,,96
SD00129,43.826667,-100.771667,,275
OK21252,34.24103238,-98.2073587,,3523
PA01875,40.28111111,-80.03694444,0.07,
PA01934,39.95027778,-80.42416667,0.16,
OR00161,44.15433883,-120.3131638,2.2,1343
OK30276,35.80131767,-98.78621676,1.12,145
OK30222,33.80796022,-96.43911455,0.23,36.4
NY16084,43.10277778,-74.78416667,2.0300000000000002,2557
NJ01042,40.00218333333333,-75.00243333,2.33,
NJ00300,41.1051,-74.55168333,1.9000000000000001,2150
NV10473,41.1017,-115.8772,6.5,0
NV10472,39.3297,-119.802,83.8,200
NJ00565,41.153949999999995,-74.39798333,1.4000000000000001,120
NC05762,35.022279999999995,-84.31147,65,
NH00382,42.7322,-72.0802,10.8,4879
NE05041,41.513014,-98.945462,0.12,0
NC00088,35.226,-79.283,346,30
MS06696,32.0282285,-89.39381692,,
MS06548,31.15373969,-88.53728814,,
MS06685,31.98004709,-89.51103498,,
NC03166,35.895,-80.88833,,
NC01499,36.500209999999996,-80.23736,91,1580
MS06459,31.67261228,-88.98933987,,
NC00912,35.859,-78.098,,60
NC00479,35.32,-79.868,112000,940
NC03361,35.87694,-82.75556,,
NC01090,34.736000000000004,-79.519,,66
NC00986,36.0616,-78.4397,,178
NC00983,35.369,-77.822,1184,198
NC01581,36.233000000000004,-79.992,,
NC01526,36.30722,-79.58056,770,92
MS03256,34.43084404,-88.64801589,0.1,188
MS06768,32.31230539,-90.83388068,,
MS05212,34.018100000000004,-89.76627,,
MS05377,32.196819999999995,-88.83417,,
MS03501,31.32250212,-89.47237253,0.28,1030
MS04034,30.779339999999998,-89.75546,,
MS01705,32.40267738,-90.30194108,,
MS00374,33.37570587,-88.79948039,,
MI00743,42.47833333,-83.865,11,0
KS07887,38.6530119,-95.86228956,1.76,2481
MI00010,42.522345,-85.327781,7.4,210
KS07697,37.93102505,-94.82752605,1.69,4750
KS09270,38.966165,-94.835921,2.19,17900
MD00389,39.227000000000004,-76.906,0.39,1000
MD00052,39.615,-76.03167,0.9,8188
IL01169,41.20229,-88.24301,5.3,5559
IN00667,39.53812132,-86.37959336,1,56
IL40071,39.506673,-90.08547,0.02,134
ID00411,42.3555,-115.9048,1.3,18
FL00624,27.830000000000002,-82.029999,0,0
CO01888,39.954119,-104.746219,14,1466
CT00154,41.408304,-72.131352,10.5,1915
CO01293,38.66702,-104.76047,2,2785
CO00911,39.079525,-108.037218,1,990
CO00958,39.360008,-107.880565,0,170
CO00119,38.860358999999995,-108.724513,0,405
NJ00892,41.0028,-75.0163,4.5,0
IN03542,39.09406556,-87.23273232,0,0
NM00034,35.90604,-107.12495,,39.01
WI01014,45.8725,-89.5299,,564
WY00557,44.019800000000004,-107.05379,25.900000000000002,2800
VA107117,39.2748,-77.566,,
VA107018,39.002500000000005,-77.6546,,
VA075116,37.6871,-77.9017,,
VT00325,44.152,-72.0542,100,3200
VA107053,39.052800000000005,-77.495,,
VA067022,36.8628,-79.987,,
VA143079,36.6938,-79.2798,,
VA107054,39.0276,-77.4799,,
WY01247,41.341944,-110.750278,0,0
VA101006,37.600100000000005,-77.0324,,
WY00359,41.3907,-106.9978,0,0
VA137001,38.3506,-77.7553,7.2,
TX06746,35.99998348,-100.0007931,1500,0
VT00028,44.933800000000005,-73.0469,820,63000
VA033118,38.0066,-77.3932,,
TN06930,35.038056,-89.020833,0.29,
TN03103,35.400556,-86.206389,1.92,
TN03533,35.823611,-85.180556,0.06,
TN08706,36.473611,-85.6875,1.6,
SD01630,43.851667,-100.916667,,315
SD02532,44.424279999999996,-100.65556,2,1155
SC01440,33.837,-80.3676,,
SD01362,44.026666999999996,-99.316667,,528
PA01833,41.46972222,-74.96555556,0.18,
OK30181,34.37747834,-95.82331326,2523,
OK30083,35.21118101,-98.4509897,2142,985
OK30143,35.47018927,-98.46383877,868,135.1
OK82912,34.47431665,-97.04151048,,
OK30164,35.691469999999995,-97.564703,336.7,777.3000000000001
OK12598,36.93629818,-99.52221944,,2070
OH01696,39.29888889,-84.48666667,0.1,175
OH00601,41.02833333,-81.91166667,0.49,811
NV00104,39.6,-114.4897,2,10
NV00059,40.51224,-116.83866,0.7000000000000001,640
NJ00564,40.637,-74.91208333,111,0
NC03641,36.502500000000005,-77.72222,1500,
NC03707,35.28468,-82.33792,107,
NC03487,35.301,-80.751,15,61
NC04867,34.98611,-80.79167,367,
NE02665,42.772878,-103.807474,0,210
NE02662,40.744115,-96.861888,0.2,43
NC00047,34.973,-79.269,1421,53
ND01034,46.47045,-102.25013,2.9,
NC00189,35.166000000000004,-82.681,,
NC06044,35.9101,-78.6109,,
MS06709,31.931324999999998,-89.34229616,,
MS06558,32.01488727,-88.98245459,,
NC03084,36.50972,-77.05139,310,
MS06677,32.14319286,-89.20510384,,
NC00732,35.078,-79.53,45,56
MS01858,33.70304108,-89.34017869,,
MS06265,31.99799006,-90.26287486,,
MT02173,46.9863,-107.9163,0.47000000000000003,1000
MT01851,46.302800000000005,-106.6496,0.9400000000000001,
MT01817,45.0704,-105.2527,,
MT01792,46.305600000000005,-106.2917,1.02,550
MS06200,31.87739015,-90.56874486,,
MS06780,31.96186868,-91.00243186,,
MS06306,31.82405516,-90.2944836,,
MT02266,46.8975,-108.0241,,1000
MS04862,33.353069999999995,-89.07209,,
MS02169,33.37980026,-89.60377632,,
MS03107,33.90514437,-89.24134422,1.21,
MS01168,31.81066559,-89.18342141,,
MS01167,32.05099439,-89.1311772,,
IN03189,39.36264946,-86.22476896,0.1,0
